Price,ID,Address,Bathrooms,Bedrooms,Size/Area,Purpose,Type,Real State Agency,Real State Agent Name
PKR3.8 Crore,35895649,"DHA Phase 7, DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Property Prime Time,Muhammad Ali Jameel
PKR1.64 Crore,38111548,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Na,Na
PKR71.25 Lakh,5519985,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,Flat,Arqam Associates,Shafiq Ur Rehman
PKR1.4 Crore,35547453,"Bahria Town - Precinct 15, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR3.4 Crore,36232167,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi, Sindh",25,Na,250 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.45 Crore,37283061,"Bahria Town - Precinct 14, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2.7 Crore,35566682,"Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR15 Crore,38296188,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Bukhari Properties,Bukhari Properties / Naveed
PKR4.5 Crore,8296195,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",2,4,183 Sq. Yd.,For Sale,Flat,S & B Real Estate Management,Burhan Khan
PKR1.05 Crore,8296138,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR1.05 Crore,8296139,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR1.05 Crore,8296144,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR1.45 Crore,6220533,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,Flat,Na,Na
PKR3.75 Crore,37029619,"Model Colony - Malir, Malir, Karachi, Sindh",7,8,240 Sq. Yd.,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR91 Lakh,8295797,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR5.6 Crore,36882651,"Falcon Complex New Malir, Malir, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR3.2 Crore,7491613,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,Flat,Al Mustafa Associates,"M. Saeed Ahmed, Major Irfan"
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR94 Lakh,7897210,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR1.66 Crore,158778,"Saima Jinnah Avenue, Malir, Karachi, Sindh",2,2,139 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR5 Crore,6333238,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",2,3,183 Sq. Yd.,For Sale,Flat,Usman Contractor & Builders,Muhammed Usman
PKR42 Lakh,503382,"Bahria Town Karachi, Karachi, Sindh",1,1,54 Sq. Yd.,For Sale,Flat,Ashraf Associates,Muhammad Ashraf
PKR9 Crore,37537118,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",8,8,400 Sq. Yd.,For Sale,House,Hafsa Estate,Ismail Ibrahim
PKR1.95 Crore,36503753,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar, Gadap Town, Karachi, Sindh",4,5,120 Sq. Yd,For Sale,House,Rauf Corporation & Real Estate,Haider Ali
PKR2.5 Crore,3517316,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",3,3,206 Sq. Yd.,For Sale,Flat,Panjwani Real Estate & Builders,Muhammad Murtaza
PKR2.6 Crore,37954019,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,5,350 Sq. Yd.,For Sale,House,Na,Na
PKR1.03 Crore,6792417,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,3,128 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
PKR3.4 Crore,35567439,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi, Sindh",4,3,250 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2 Crore,35546459,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.3 Crore,37280882,"Bahria Town - Precinct 10, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.85 Crore,35545759,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR6.5 Crore,3430951,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR2 Crore,8295798,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,Flat,Na,Na
PKR2.5 Crore,8295800,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Na,Na
PKR91 Lakh,8295801,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR1.1 Crore,8295802,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR7.5 Crore,8130916,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,467 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR9.5 Crore,7543699,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,467 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR2.2 Crore,37287792,"Gulistan-e-Jauhar - Block 16-A, Gulistan-e-Jauhar, Karachi, Sindh",6,6,120 Sq. Yd,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR4.1 Crore,7322772,"KDA Scheme 1, Karachi, Sindh",3,4,233 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR1.65 Crore,8139411,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR2.5 Crore,158780,"Saima Jinnah Avenue, Malir, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1 Crore,2035308,"Tulip Tower, Saadi Road, Karachi, Sindh",2,2,150 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1.85 Crore,2036024,"Lateef Duplex Luxuria, Scheme 33 - Sector 35-A, Scheme 33, Karachi, Sindh",4,4,300 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1.3 Crore,4651091,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",2,3,144 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR2.25 Crore,7226195,"Clifton - Block 1, Clifton, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,Realty Access,MUHAMMAD ABID
PKR6.25 Crore,36843232,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",5,5,377 Sq. Yd.,For Sale,House,United Real Estate,Ghulam Sarwar Gondal
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR3.5 Crore,38242771,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,SIRAAT REAL ESTATE  BUILDERS,Munir Ahmad
PKR12.5 Crore,34999094,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Mian International,Mian International
PKR1.3 Crore,6792416,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,3,167 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
PKR1.8 Crore,Portion 38092146,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,Upper Portion,Ideal Estate,Owais Ashraf
PKR2.4 Crore,7403416,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,Flat,Lodhi Real Estate & Marketing,shahnoor Khan Lodhi
PKR45 Lakh,7630659,"Malik Co-operative Housing Society, Gulzar-e-Hijri, Scheme 33, Karachi, Sindh",2,2,75 Sq. Yd.,For Sale,Flat,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR4.65 Crore,7029962,"Askari 4, Gulistan-e-Jauhar, Karachi, Sindh",4,5,300 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR6.5 Crore,37029944,"Gulistan-e-Jauhar - Block 20, Gulistan-e-Jauhar, Karachi, Sindh",6,7,400 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR93 Lakh,6889712,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR2.35 Crore,36350941,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR3.8 Crore,36350931,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town, Karachi, Sindh",7,8,240 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR3 Crore,5383644,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,4,217 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR15 Crore,35468306,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",5,6,500 Sq. Yd.,For Sale,House,De Solution Property Consultant,Shoaib Ahmed
PKR2.7 Crore,3235426,"Frere Town, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR90 Lakh,4987303,"Falaknaz Presidency, Malir, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Iconic Properties,Raja Khatri
PKR3.25 Crore,4987310,"Saima Jinnah Avenue, Malir, Karachi, Sindh",3,4,244 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1 Crore,8211267,"Alaska Residency, Gulzar-e-Hijri, Scheme 33, Karachi, Sindh",2,2,115 Sq. Yd,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1.8 Crore,38165307,"Bahria Town - Precinct 30, Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,House,Volk Properties,Yasir Aslam
PKR95 Lakh,37797610,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,Na,Na
PKR2.2 Crore,38242685,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,3,350 Sq. Yd.,For Sale,House,SIRAAT REAL ESTATE  BUILDERS,Munir Ahmad
PKR3.6 Crore,4987065,"Khaliq-uz-Zaman Road, Karachi, Sindh",3,4,200 Sq. Yd.,For Sale,Flat,Chaudhry Estate & Builders,Chaudhary Shahzad
PKR37 Lakh,7025439,"North Karachi, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,Flat,Hassan Associates & Advertiser,Rameez Shamsi
PKR5.6 Crore,35120388,"Bahria Town - Overseas Block, Bahria Town - Precinct 1, Bahria Town Karachi, Karachi, Sindh",5,7,272 Sq. Yd.,For Sale,House,Read Builders,Hafiz Ali Riaz
PKR1.1 Crore,37070335,"Anwar-e-Ibrahim, Malir, Karachi, Sindh",4,4,80 Sq. Yd.,For Sale,House,Guru Marketing,Afnan Ahmed Siddique
PKR9.5 Crore,18262433,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,350 Sq. Yd.,For Sale,House,Mian International,Mian International
PKR2.21 Crore,6792414,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",3,3,272 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR1.45 Crore,8124655,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,115 Sq. Yd,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR1.46 Crore,8124656,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,115 Sq. Yd,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR2.38 Crore,8124657,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR1.22 Crore,8124653,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,94 Sq. Yd.,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR75 Lakh,3235443,"P & T Colony, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR1.57 Crore,38295718,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Na,Na
PKR1.85 Crore,38295719,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
PKR1.8 Crore,38295720,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
PKR2.65 Crore,38295721,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Na,Na
PKR2.6 Crore,38295723,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR15.38 Lakh,8295722,"Bahria Town Karachi, Karachi, Sindh",1,1,21 Sq. Yd.,For Sale,Flat,Na,Na
PKR28.13 Lakh,8295716,"Bahria Town Karachi, Karachi, Sindh",2,2,56 Sq. Yd.,For Sale,Flat,Na,Na
PKR9.25 Crore,38178889,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,House,Imtiaz Enterprises,Adnan Siddiqui
PKR13 Crore,38178902,"DHA Phase 7, DHA Defence, Karachi, Sindh",6,6,666 Sq. Yd.,For Sale,House,Imtiaz Enterprises,Adnan Siddiqui
PKR3.35 Crore,8184704,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,Flat,Ahmed Real Estate,Ahtesham Ud Din
PKR6.3 Crore,38184120,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,House,Ahmed Real Estate,Ahtesham Ud Din
PKR7.3 Crore,38183925,"Askari 5 - Sector G, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Ahmed Real Estate,Ahtesham Ud Din
PKR5.3 Crore,31286671,"DHA Phase 8, DHA Defence, Karachi, Sindh",4,4,120 Sq. Yd,For Sale,House,Moosa Enterprises,Agha Muhammad Usman
PKR3.25 Crore,7128960,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,Flat,Property Scope,Abdul Qadir
PKR1.55 Crore,8042440,"Ittehad Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,3,106 Sq. Yd,For Sale,Flat,Huzaifa Properties,Amir Khan
PKR1.55 Crore,37829846,"Saadi Town - Block 5, Saadi Town, Scheme 33, Karachi, Sindh",2,3,120 Sq. Yd,For Sale,House,Apple Associates,Mohammed Faisal
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR13.5 Crore,37398442,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,7,500 Sq. Yd.,For Sale,House,Na,Na
PKR7.3 Crore,38159662,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",5,5,300 Sq. Yd.,For Sale,House,Safeway Estate & Builders,Salman Riaz
PKR1.27 Crore,8124654,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,101 Sq. Yd,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR75 Lakh,7138245,"Noman Residencia, Scheme 33, Karachi, Sindh",2,2,128 Sq. Yd.,For Sale,Flat,Gallant Properties,Saleem Farooqi
PKR75 Lakh,7156317,"Noman Residencia, Scheme 33, Karachi, Sindh",2,2,128 Sq. Yd.,For Sale,Flat,Gallant Properties,Saleem Farooqi
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR1.27 Crore,8295704,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR2.55 Crore,38295660,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR75 Lakh,3235436,"Lower Gizri, Gizri, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR14 Crore,37503601,"DHA Phase 8 - Zone B, DHA Phase 8, DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,House,De Solution Property Consultant,Shoaib Ahmed
PKR1.15 Crore,Portion 37340126,"PECHS Block 2, PECHS, Jamshed Town, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Upper Portion,Dawn Estate Service,Sohail Ahmed
PKR1.15 Crore,Portion 37340127,"PECHS Block 2, PECHS, Jamshed Town, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Upper Portion,Na,Na
PKR4.5 Crore,7595668,"DHA Phase 8, DHA Defence, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,Flat,Marvi Associates,Abbas Shabbir
PKR5 Crore,35873531,"DHA Phase 8, DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Marvi Associates,Khadija
PKR95 Lakh,37795602,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR1.42 Crore,6220665,"Bahria Town Karachi, Karachi, Sindh",4,4,175 Sq. Yd.,For Sale,Flat,Pearl Homes Enterprises,Muhammad Waliullah
PKR1.15 Crore,6220191,"Bahria Town Karachi, Karachi, Sindh",3,3,139 Sq. Yd.,For Sale,Flat,Pearl Homes Enterprises,Muhammad Waliullah
PKR3.4 Crore,8043621,"Clifton, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,Flat,Dua Real Estate,Farhan Essani
PKR4.5 Crore,879611,"The Park View, Tariq Road, Karachi, Sindh",4,4,233 Sq. Yd.,For Sale,Flat,Estate Associates,Uzair Shaikhani
PKR2.99 Crore,7117263,"Clifton - Block 3, Clifton, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,Flat,Emkay Consultants,M. Moeen Qureshi
PKR95 Lakh,8144717,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR2.1 Crore,4020889,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",4,4,267 Sq. Yd.,For Sale,Flat,Iconic Properties,Sarupi Khatri
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR1.1 Crore,8259101,"DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Irfan Brothers Real Estate,Irfan Qayyum
PKR35 Lakh,2513561,"Gohar Green City, Karachi, Sindh",2,2,75 Sq. Yd.,For Sale,Flat,Guru Marketing,Afnan Ahmed Siddique
PKR3.9 Crore,37228808,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Irfan Brothers Real Estate,Irfan Qayyum
PKR1.15 Crore,7196642,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Irfan Brothers Real Estate,Irfan Qayyum
PKR7.97 Crore,5869980,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi, Sindh",2,3,260 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR9.32 Crore,5870163,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi, Sindh",3,4,350 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR1.07 Crore,36797483,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",4,4,75 Sq. Yd.,For Sale,House,Unico Estate & Agency,M. Nawaz
PKR2.02 Crore,38030449,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Na,Na
PKR2.55 Crore,38030451,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Na,Na
PKR2.4 Crore,38030447,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR4.4 Crore,38030448,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR1.15 Crore,7920087,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR1.45 Crore,8156707,"Rafi Premier Residency, Scheme 33, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR6.75 Crore,38171841,"Gulistan-e-Jauhar - Block 3, Gulistan-e-Jauhar, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,House,Urban Property Network,Muhammad Hassaan Siddiqui
PKR1.15 Crore,3922049,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,Flat,Islamic Estate,saba
PKR87 Lakh,8963416,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,Islamic Estate,saba
PKR35 Lakh,8963687,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar, Karachi, Sindh",1,1,56 Sq. Yd.,For Sale,Flat,Islamic Estate,saba
PKR6.25 Crore,35799630,"North Nazimabad - Block B, North Nazimabad, Karachi, Sindh",5,5,75 Sq. Yd.,For Sale,House,Usman Associates,Maqsood Ahmed Abdul Shakoor
PKR2.1 Crore,4020889,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",4,4,267 Sq. Yd.,For Sale,Flat,Iconic Properties,Sarupi Khatri
PKR21 Crore,37737490,"DHA Phase 8, DHA Defence, Karachi, Sindh",8,Na,"1,000 Sq. Yd",For Sale,House,Bukhari Properties,Bukhari Properties / Naveed
PKR1.25 Crore,7195471,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Irfan Brothers Real Estate,Irfan Qayyum
PKR1.25 Crore,8258939,"Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Irfan Brothers Real Estate,Irfan Qayyum
PKR27 Crore,37711835,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,7,"1,000 Sq. Yd",For Sale,House,CITI Associates,Naveed Zafar
PKR12 Crore,37563502,"DHA Phase 8, DHA Defence, Karachi, Sindh",4,5,500 Sq. Yd.,For Sale,House,CITI Associates,Naveed Zafar
PKR45 Lakh,7442491,"North Karachi - Sector 7-D/2, North Karachi, Karachi, Sindh",2,2,75 Sq. Yd.,For Sale,Flat,Xperts Real Estate,Khizer Zaib
PKR1.07 Crore,36797483,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",4,4,75 Sq. Yd.,For Sale,House,Unico Estate & Agency,M. Nawaz
PKR2.02 Crore,38030449,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Na,Na
PKR2.55 Crore,38030451,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Na,Na
PKR2.4 Crore,38030447,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR4.4 Crore,38030448,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR1.15 Crore,7920087,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR95 Lakh,7920084,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR2.75 Crore,7920086,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Na,Na
PKR93 Lakh,8156706,"Rafi Premier Residency, Scheme 33, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR5.5 Crore,36217178,"Bahria Hills, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Jinnah Builders & Real Estate,Abdul Raheem
